review_index,review_day,forecast_day,forecast,forecast_d,actual
1835,2016-03-06,F4,1.39080029588528,2016-03-10,1
1835,2016-03-06,F5,1.856400668879966,2016-03-11,0
1835,2016-03-06,F6,2.063556236464802,2016-03-12,2
1835,2016-03-06,F7,2.1232436942255197,2016-03-13,2
1835,2016-03-06,F8,1.9350936759262283,2016-03-14,3
1835,2016-03-06,F9,1.786441774680588,2016-03-15,0
1835,2016-03-06,F10,1.7115117714294015,2016-03-16,1
1842,2016-03-13,F1,2.0915354976815506,2016-03-14,3
1842,2016-03-13,F2,1.892825566488202,2016-03-15,0
1842,2016-03-13,F3,1.643299208152226,2016-03-16,1
1842,2016-03-13,F4,1.5120548455720593,2016-03-17,0
1842,2016-03-13,F5,1.6556899724548242,2016-03-18,0
1842,2016-03-13,F6,2.019230827469488,2016-03-19,0
1842,2016-03-13,F7,1.980374548355808,2016-03-20,3
1842,2016-03-13,F8,1.685802936483902,2016-03-21,1
1842,2016-03-13,F9,1.5466547559730246,2016-03-22,3
1842,2016-03-13,F10,1.706071841165919,2016-03-23,1
1849,2016-03-20,F1,1.7318427979433373,2016-03-21,1
1849,2016-03-20,F2,1.2736438589493992,2016-03-22,3
1849,2016-03-20,F3,1.4980229486496495,2016-03-23,1
1849,2016-03-20,F4,1.460257029540769,2016-03-24,1
1849,2016-03-20,F5,1.4091686982388,2016-03-25,0
1849,2016-03-20,F6,1.4442324556542185,2016-03-26,5
1849,2016-03-20,F7,1.9985338855341919,2016-03-27,4
1849,2016-03-20,F8,1.854232623327457,2016-03-28,1
1849,2016-03-20,F9,1.5497331221131185,2016-03-29,1
1849,2016-03-20,F10,1.8358199603354324,2016-03-30,4
1856,2016-03-27,F1,1.8833703684142584,2016-03-28,1
1856,2016-03-27,F2,1.7478406771475825,2016-03-29,1
1856,2016-03-27,F3,1.8000002913366262,2016-03-30,4
1856,2016-03-27,F4,1.8379544417896159,2016-03-31,1
1856,2016-03-27,F5,1.9852341576957073,2016-04-01,1
1856,2016-03-27,F6,2.123887438081751,2016-04-02,0
1856,2016-03-27,F7,2.5243384463503964,2016-04-03,1
1856,2016-03-27,F8,2.0149749198397613,2016-04-04,0
1856,2016-03-27,F9,2.0596954899238766,2016-04-05,3
1856,2016-03-27,F10,2.253931458416856,2016-04-06,0
1863,2016-04-03,F1,2.1573148718722526,2016-04-04,0
1863,2016-04-03,F2,2.110438379448412,2016-04-05,3
1863,2016-04-03,F3,2.170155804932119,2016-04-06,0
1863,2016-04-03,F4,1.883732755936032,2016-04-07,0
1863,2016-04-03,F5,2.0746964793954477,2016-04-08,1
1863,2016-04-03,F6,1.9151114034072034,2016-04-09,15
1863,2016-04-03,F7,1.4324065617114234,2016-04-10,4
1863,2016-04-03,F8,1.6931988538688911,2016-04-11,0
1863,2016-04-03,F9,1.590790476685153,2016-04-12,3
1863,2016-04-03,F10,1.2474653305297168,2016-04-13,0
1870,2016-04-10,F1,1.7098392279919283,2016-04-11,0
1870,2016-04-10,F2,1.6829412424799743,2016-04-12,3
1870,2016-04-10,F3,1.4079301349552524,2016-04-13,0
1870,2016-04-10,F4,1.4622405772638307,2016-04-14,2
1870,2016-04-10,F5,1.9766405255286124,2016-04-15,0
1870,2016-04-10,F6,2.1225880350257054,2016-04-16,1
1870,2016-04-10,F7,2.2703042167440977,2016-04-17,3
1870,2016-04-10,F8,1.494400989999977,2016-04-18,1
1870,2016-04-10,F9,1.4970785153235315,2016-04-19,0
1870,2016-04-10,F10,1.058369918929817,2016-04-20,4
1877,2016-04-17,F1,1.3124750454970189,2016-04-18,1
1877,2016-04-17,F2,1.571453073552165,2016-04-19,0
1877,2016-04-17,F3,1.0160041552490287,2016-04-20,4
1877,2016-04-17,F4,1.3705055869181386,2016-04-21,2
1877,2016-04-17,F5,1.471647212092575,2016-04-22,0
1877,2016-04-17,F6,2.187596306459714,2016-04-23,3
1877,2016-04-17,F7,2.3530490746054693,2016-04-24,4
1877,2016-04-17,F8,1.878629209329563,2016-04-25,3
1877,2016-04-17,F9,1.7706832270167885,2016-04-26,1
1877,2016-04-17,F10,1.5027066151724233,2016-04-27,2
1884,2016-04-24,F1,1.7795279079759256,2016-04-25,3
1884,2016-04-24,F2,1.7978202952708289,2016-04-26,1
1884,2016-04-24,F3,1.499405906143627,2016-04-27,2
1884,2016-04-24,F4,1.5390803293747477,2016-04-28,3
1884,2016-04-24,F5,1.7455107036562163,2016-04-29,2
1884,2016-04-24,F6,2.0768500544876622,2016-04-30,0
1884,2016-04-24,F7,3.0292939842199167,2016-05-01,2
1884,2016-04-24,F8,2.243103106848285,2016-05-02,4
1884,2016-04-24,F9,2.225937754221187,2016-05-03,3
1884,2016-04-24,F10,2.0157633172151783,2016-05-04,1
1891,2016-05-01,F1,2.103821254428595,2016-05-02,4
1891,2016-05-01,F2,2.3223660060672047,2016-05-03,3
1891,2016-05-01,F3,1.8393478777817371,2016-05-04,1
1891,2016-05-01,F4,2.1199236411900495,2016-05-05,0
1891,2016-05-01,F5,1.9336653133842059,2016-05-06,3
1891,2016-05-01,F6,2.8790494439864,2016-05-07,0
1891,2016-05-01,F7,3.430649798181435,2016-05-08,3
1891,2016-05-01,F8,2.4628374182885926,2016-05-09,2
1891,2016-05-01,F9,1.5373553960717412,2016-05-10,0
1891,2016-05-01,F10,1.7674402615745284,2016-05-11,1
1898,2016-05-08,F1,2.618487786582257,2016-05-09,2
1898,2016-05-08,F2,1.6625031777368386,2016-05-10,0
1898,2016-05-08,F3,1.7760841267091436,2016-05-11,1
1898,2016-05-08,F4,1.3419069072633287,2016-05-12,0
1898,2016-05-08,F5,1.5870077635142557,2016-05-13,0
1898,2016-05-08,F6,2.4495739426391596,2016-05-14,1
1898,2016-05-08,F7,2.200478796735206,2016-05-15,0
1898,2016-05-08,F8,1.7011373997813306,2016-05-16,2
1898,2016-05-08,F9,1.8801563146813332,2016-05-17,0
1898,2016-05-08,F10,1.6476532233822998,2016-05-18,1
